Contexto_H,SubCuenca,Cod_Muestr,Cod_SNGM,Nombre_Pto,uTM_Este,uTM_Norte,Elv,Tipo_Pto,Categoria,Campana,Tipo_Piper,Salinidad,Balan_Ioni,Oxigeno_18,Deuterio,Ex_deuteri,D_O,pH_Terr,pH_Lab,CE_terr,CE_Lab_uS_,OD _,OD ppm,Temp_Terr,CO3_mg/l,HCO3_mg/l,SO4_mg_l,Cl_mg_l,NO3_mg_l,Ca_mg_l,Mg_mg_l,Na_mg_l,K_mg_l,Li_mg_l,F_mg_l,Al_mg_l,Sb_mg_l,As_mg_l,Ba_mg_l,Be_mg_l,B_mg_l,Cd_mg_l,Co_mg_l,Cu_mg_l,Cr_mg_l,Sn_mg_l,P_mg_l,Fe_mg_l,Mn_mg_l,Hg_mg_l,Mo_mg_l,Ag_mg_l,Pb_mg_l,Se_mg_l,V_mg_l,Zn_mg_l,Br_mg_l,Rb_mg_l,Sr_mg_l,Y_mg_l,Cs_mg_l,Hf_mg_l,Ta_mg_l,Tl_mg_l,Th_mg_l,u_mg_l,Ni_mg_l,SiO2_mg_l,I_mg_l,SSD_mg_l,STD_mg_l,Alca_CaCO3,TDS_meq_l,Balan_abso,Balan_5,Cat_r_tot,An_r_tot,rNa_rK,rNa,rK,rCa,rMg,rLi,rB,rAs,rFe,rAl,rMn,rZn,rHCO3_rCO3,rHCO3,rSO4,rCl,rNO3,rCO3,rF,rBr,rCa_rCO3,rCa_rSO4,rNa_rCl,rBr_rCl,rMg_rCa,ICB,rCat_tot,Ca,Mg,Na_K,CatX,CatY,rAn_tot,HCO3_CO3,SO4,Cl,AnX,AnY,CeX,CeY,Anion,Cation,K_NaCl,Ca_MgSO4HC,RAS_1,Infoqca,Codlab,InfoOD,Na100
Fuera del area de estudio,Fuera,LIM-JC-075,SNGM-LMR-0087,Estanque Atrapaniebla,252206,6579076,616,Precipitacion,Niebla,Campana 7,Clorurada sodica,Dulce,-1.34,-2.31,-4.1,14.35,1.794377208,5.99,4.37,192,192,44.5,3.7,20.1,0,0,3.868,44.47,12.486,1.5,3.1,23,1.1,0.02,0.03,0.05,0.005,0.0025,0.009,0.001,0.03,0.001,0.001,0.012,0.0005,0.0015,0.025,0.17,0.0669,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.014,0.416,0.0005,0.025,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,89,94,0.5,3.029064301,1.335588919,Admisible,1.497285546,1.537822108,1.02857,1.00043,0.02813,0.074854035,0.255091545,0.002881429,0.115359393,0.00016684,0.009116845,0.00595617,0.004871341,0.000418545,0,0,0.080532162,1.254336727,0.201374105,0,0.001579114,0.005202703,-99,0.929492428,0.797580865,0.004147772,3.407852979,0.179989407,1.358514983,0.055099896,0.187772346,0.757127758,0.85101,0.16262,1.33487,0,0.060329642,0.939670358,2.069835179,0.052247002,1.428563879,1.162961476,Clorurada,sodica,-0.225767324,0.249413418,2.46310375,2021-011(1),8627-20,0,73.64180627
A1,Rio Limari,LIM-JC-076,SNGM-LMR-0112,Pozo 3 observacion APR Barraza,261380,6606115,48,Subterranea,Pozo,Campana 7,Clorurada sodica,Salobre,-2.94,-7.76,-59.6,2.5,7.677133202,7.23,7.84,2233,1971,5.9,0.47,21.41,0,133.49,216.431,452.253,5.231,45,58,252.5,4.7,0.02,0.08,0.01,0.005,0.0025,0.041,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,1.64,0.1205,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.724,0.0005,0.233,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,1100,1161,109,37.9615852,2.937686588,Admisible,18.42367153,19.53889269,11.10325,10.98304,0.12021,2.245621039,4.772680518,0.002881429,0.200945633,0.00016684,0.088087557,0.001111852,0.008776857,0.000152952,2.187790396,2.187790396,4.506115906,12.75640989,0.084365525,0,0.00421097,0.009062639,-99,0.498349596,0.860981749,0.000710438,2.125327665,0.129594694,18.12154841,0.123919932,0.263370459,0.61270961,0.74439,0.22809,19.45032,0.112480968,0.231673144,0.655845888,1.87168246,0.200634828,1.300114321,1.190619885,Clorurada,sodica,-1.65316304,0.324395256,5.863020283,2021-011(1),8628-20,0,60.60760291
A1,Rio Limari,LIM-JC-077,SNGM-LMR-0005,Rio Limari en cruce a Barraza,262080,6606125,57,Superficial,Rio,Campana 7,Clorurada mixta,Salobre,1.48,-7.02,-56.2,-0.08,8.01206239,7.4,7.97,3101,2650,31.6,2.72,22.08,0,272.7,394.47,542.38,1.5,200,73.3,287.5,4.9,0.02,0.2,0.01,0.005,0.0025,0.08,0.001,0.129,0.001,0.001,0.005,0.0005,0.0015,0.025,0.095,0.009,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.731,0.0005,1.134,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0047,0.0025,0,0,1637,1729,223,56.87866847,1.477724976,Admisible,28.85592037,28.01551694,12.63076,12.50544,0.12533,9.980537951,6.031680724,0.002881429,0.202867252,0.00016684,0.005104782,0.001111852,0.000653338,0.000152952,4.469326848,4.469326848,8.212906382,15.2985643,0.024191988,0,0.010527424,0.009149304,-99,1.215226071,0.817425538,0.00059805,0.60434425,0.174382445,28.64298193,0.348446191,0.210581452,0.440972357,0.54626,0.18237,27.9808,0.159728358,0.293519381,0.54675226,1.793511951,0.254195241,1.190621999,1.298431269,Clorurada,mixta,-2.667801046,3.329985445,4.419652454,2021-011(1),8629-20,0,43.65969011
A2,Rio Limari,LIM-JC-078,SNGM-LMR-0119,Pozo 3 APR Los Nogales,275415,6597437,234,Subterranea,Pozo,Campana 7,Mixta,Salobre,0.21,-6.5,-47.8,4.23,7.348873892,7.14,7.99,1244,1689,49,4.17,21.53,0,210.44,281.263,268.818,40.011,150,42.4,147.5,2.8,0.02,0.2,0.01,0.005,0.0025,0.04,0.001,0.03,0.001,0.001,0.005,0.0012,0.0015,0.025,0.214,0.0015,0.00015,0.0025,0.001,0.001,0.0025,0.0122,0.005,0.501,0.0005,1.317,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0029,0.0025,0,0,1036,1095,172,35.1646636,0.209459593,Admisible,17.61670865,17.54306313,6.48745,6.41583,0.07161,7.485403463,3.488994034,0.002881429,0.138932252,0.00016684,0.011508721,0.001111852,0.000109214,0.000152952,3.44893708,3.44893708,5.855924881,7.582376668,0.645297078,0,0.010527424,0.006265838,-99,1.278261524,0.846150653,0.000826369,0.466106343,0.14440443,17.46184538,0.428671959,0.199806719,0.371521322,0.47142,0.17304,16.88724,0.204233336,0.346766278,0.449000386,1.722383525,0.300308406,1.133643993,1.320035188,Mixta,mixta,-1.09492878,1.669535536,2.738909634,2021-011(1),8630-20,0,36.74200996
A1,Rio Limari,LIM-JC-079,SNGM-LMR-0039,Estero Punitaqui en Camarico viejo,275020,6592880,146,Superficial,Estero,Campana 7,Mixta,Salobre,-0.42,-5.02,-41.3,-1.15,8.228321505,8.01,8.16,1667,1627,53.3,4.27,25.4,0,293.87,227.289,257.366,3.333,107.5,58.4,145,3.7,0.01,0.18,0.01,0.005,0.0025,0.08,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.015,0.0063,0.00015,0.0054,0.001,0.001,0.0025,0.0076,0.005,0.558,0.0005,0.711,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0046,0.0025,0,0,947,1000,241,33.6071485,0.417291227,Admisible,16.73083519,16.87105292,6.40172,6.30709,0.09463,5.364539149,4.805595556,0.001440715,0.154845917,0.00016684,0.000799821,0.001111852,0.000458353,0.000152952,4.816285591,4.816285591,4.732180594,7.259357459,0.053754596,0,0.009474682,0.006983544,-99,1.133629421,0.868822079,0.000962006,0.895807715,0.118141782,16.57185874,0.323713787,0.289985308,0.386300905,0.53129,0.25113,16.80782,0.286550222,0.281546302,0.431903476,1.672676627,0.24382625,1.099875342,1.235947179,Mixta,mixta,-0.857633423,0.62166852,2.796924068,2021-011(1),8631-20,0,38.05903814
A2,Rio Limari,LIM-JC-080,SNGM-LMR-0121,Pozo S6-P1 en Camarico Viejo,279621,6589110,216,Subterranea,Pozo,Campana 7,Bicarbonatada mixta,Dulce moderadamente mineralizada,-0.81,-4.52,-35.8,0.37,7.918937178,7.53,8.41,627,615,52.2,3.97,27.84,11.02,151.92,21.356,82.223,40.155,45.5,24.2,40,2.4,0.01,0.015,0.01,0.005,0.0025,0.003,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.014,0.0015,0.00015,0.0025,0.001,0.001,0.0025,0.0363,0.005,0.368,0.0005,0.325,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,342,361,143,12.44166993,0.806580572,Admisible,6.169055708,6.269381728,1.80127,1.73989,0.06138,2.270572384,1.991359803,0.001440715,0.102140078,0.00016684,0.000730749,0.001111852,0.000109214,0.000152952,2.857127174,2.489842811,0.444634139,2.31921135,0.647619508,0.367284362,0.000789557,0.004606513,6.182055699,5.106608301,0.750206275,0.001986241,0.87702987,0.223326015,6.063203308,0.37448396,0.328433619,0.297082422,0.4613,0.28443,5.62097,0.508297646,0.079102704,0.412599649,1.552151002,0.068504951,0.944392388,1.12117375,Bicarbonatada,mixta,-0.517940229,1.327455236,1.191880598,2021-011(1),8632-20,0,28.69583649
A1,Rio Limari,LIM-JC-081,SNGM-LMR-0166,Noria La Lucha Baja en El Higueral,283475,6590129,209,Subterranea,Noria,Campana 7,Mixta,Salobre,-2.52,-5.7,-45.9,-0.28,8.049281838,7.31,8.62,1770,1713,30.9,2.55,22.88,20.82,338.7,242.007,217.645,112.075,177.5,70.4,81.3,0.05,0.01,0.06,0.01,0.005,0.0025,0.092,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.08,0.0033,0.00015,0.0025,0.001,0.001,0.0025,0.0202,0.107,0.316,0.0005,0.746,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0053,0.0025,0,0,1088,1149,312,37.51901437,2.52329381,Admisible,18.28647433,19.2332061,3.5376,3.53632,0.00128,8.857727432,5.793046698,0.001440715,0.087592688,0.00016684,0.004284498,0.001111852,0.000238826,0.003265802,6.244919592,5.551012113,5.038610883,6.138972724,1.807544675,0.693907479,0.003158227,0.003950426,12.76499778,1.757970131,0.576044283,0.0006435,0.654010495,0.423747403,18.18837311,0.486999435,0.318502742,0.194497823,0.35375,0.27583,17.4225,0.358439859,0.289201318,0.352358823,1.596959482,0.250455688,0.968028982,1.339795268,Mixta,mixta,-2.601373747,4.061151134,1.306580841,2021-011(1),8633-20,0,19.44275125
B1,Rio Guatulame,LIM-JC-082,SNGM-LMR-0134,Pozo APR Pama Arriba,305470,6542790,885,Subterranea,Pozo,Campana 7,Bicarbonatada calcica,Dulce moderadamente mineralizada,5.68,-9.14,-70.2,2.9,7.68286106,7.22,8.01,599,600,23,1.73,13.193,0,259,74.634,8.033,13.652,79.5,17.9,34,1,0.02,0.1,0.01,0.005,0.0058,0.053,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.0357,0.00015,0.0025,0.001,0.001,0.0025,0.0177,0.005,0.187,0.0005,0.358,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,356,376,212,13.25322452,5.683472205,Descartar,7.004037311,6.25070757,1.50448,1.4789,0.02558,3.967263836,1.472947953,0.002881429,0.051944708,0.000387093,0.000268601,0.001111852,0.00259826,0.000152952,4.244795209,4.244795209,1.553887634,0.226581672,0.220179343,0,0.005263712,0.002342704,-99,2.553121441,6.527023397,0.010339335,0.371275522,-5.639904354,6.944692416,0.571265594,0.212096932,0.216637475,0.32269,0.18368,6.02526,0.704499396,0.257895339,0.037605265,1.266552935,0.223343915,0.806069039,1.020925418,Bicarbonatada,calcica,1.277898956,-0.358471054,0.896699732,2021-011(1),8634-20,0,21.29545533
B1,Rio Guatulame,LIM-JC-083,SNGM-LMR-0074,Colector APR Pama Arriba,305477,6542789,898,Precipitacion,Lluvia,Campana 7,- -,Dulce,100,-13.66,-97.6,11.74,7.140746925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.005,0.0025,0.025,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.0015,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.107,0.0005,0.028,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,0,0,0,0.031515799,100,Descartar,0.031548584,0,0,0,0,0,0,0,0.029739125,0.00016684,0.000268601,0.001111852,0.000109214,0.000152952,0,0,0,0,0,0,0,0.001341233,-99,-99,-99,-99,-99,-99,0,-10,-10,-10,-10,-10,0,-10,-10,-10,-10,-10,1.05,19.13916142,-,-,0,0,-99,2021-011(1),8635-20,0,-99
A3,Rio Guatulame,LIM-JC-084,SNGM-LMR-0102,Vertiente Quebrada La Invernada,329747,6554333,1463,Vertiente,Vertiente,Campana 7,Bicarbonatada mixta,Dulce,5.52,-10.27,-74.1,8.02,7.218864441,7.02,6.76,106,109,41.6,3.18,19.4,0,55.04,2.608,1.394,1.5,10,3.2,7.5,0.3,0.02,0.06,0.01,0.005,0.0025,0.003,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.205,0.0161,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.107,0.0005,0.031,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,53,56,45,2.164416649,5.516184351,Descartar,1.142482237,1.023028663,0.3339,0.32623,0.00767,0.499026898,0.263320304,0.002881429,0.029756719,0.00016684,0.010991948,0.001111852,0.001171473,0.000152952,0.902059955,0.902059955,0.054298831,0.039319663,0.024191988,0,0.003158227,0.001342027,-99,9.190380139,8.296836064,0.034131183,0.527667558,-7.49198084,1.096249024,0.455213083,0.240201176,0.304585742,0.42469,0.20802,0.99568,0.905975173,0.054534505,0.039490322,1.166757574,0.047228266,0.749305284,0.770276843,Bicarbonatada,mixta,0.294582159,-0.194011584,0.528397659,2021-011(1),8636-20,0,29.75863951
A3,Rio Guatulame,LIM-JC-085,SNGM-LMR-0078,Colector La Invernada,329398,6554235,1466.6,Precipitacion,Lluvia,Campana 7,- -,Dulce,100,-6.18,-34.7,14.74,5.613636379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.005,0.0025,0.072,0.001,0.095,0.001,0.001,0.005,0.0005,0.0015,0.025,0.028,0.0051,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.023,0.071,0.0005,0.066,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,0,0,0,0.022244822,100,Descartar,0.023538436,0,0,0,0,0,0,0,0.019679293,0.00016684,0.001511153,0.001111852,0.000372146,0.000697151,0,0,0,0,0,0,0,0.000887535,-99,-99,-99,-99,-99,-99,0,-10,-10,-10,-10,-10,0,-10,-10,-10,-10,-10,1.05,19.13916142,-,-,0,0,-99,2021-011(1),8637-20,0,-99
B1,Rio Guatulame,LIM-JC-086,SNGM-LMR-0017,Rio Cogoti en El Durazno,329568,6553976,1398,Superficial,Rio,Campana 7,Bicarbonatada calcica,Dulce,2.56,-10.36,-82.1,0.74,7.928776227,7.32,8.13,148,147,48.4,3.39,24.21,0,70.98,15.17,1.59,1.5,21.5,3.4,5.5,0.2,0.02,0.08,0.01,0.005,0.0025,0.005,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.039,0.0033,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.109,0.0005,0.053,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,83,87,58,3.186285183,2.561849813,Admisible,1.634026726,1.552395378,0.24435,0.23923,0.00512,1.07290783,0.279777823,0.002881429,0.030329711,0.00016684,0.002108503,0.001111852,0.000239985,0.000152952,1.163303336,1.163303336,0.315840976,0.044848109,0.024191988,0,0.00421097,0.001367869,-99,3.396987443,5.334326382,0.030500027,0.260765944,-4.448385844,1.597035454,0.671812155,0.175185731,0.153002114,0.24059,0.15172,1.52399,0.763326195,0.207245766,0.029428039,1.233050922,0.179480098,0.74483796,1.025089754,Bicarbonatada,calcica,0.199501692,-0.126458659,0.290897691,2021-011(1),8638-20,0,14.9799085
A2,Rio Limari,LIM-JC-087,SNGM-LMR-0167,Noria dren AdV Punitaqui,284469,6584868,212,Subterranea,Noria,Campana 7,Bicarbonatada mixta,Dulce mineralizada,-0.55,-6.25,-46.2,3.84,7.385354942,7.32,8.62,909,924,33.3,2.84,20.97,25.72,317.53,101.4,71.72,4.372,73.5,38.9,73,2.9,0.02,0.23,0.01,0.005,0.0025,0.049,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.075,0.005,0.0015,0.00015,0.0079,0.001,0.001,0.0025,0.0196,0.005,0.152,0.0005,0.333,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0028,0.0025,0,0,548,579,302,20.44381884,0.551438937,Admisible,10.1652768,10.27800903,3.24947,3.17529,0.07417,3.667847697,3.200987451,0.002881429,0.042284562,0.00016684,0.000268601,0.001111852,0.000109214,0.000152952,6.061272407,5.20405337,2.111158535,2.022959975,0.07051158,0.857219037,0.012106538,0.001907032,4.278775362,1.737362513,1.569627499,0.000942694,0.872715477,-0.606292877,10.11830135,0.362496389,0.316356209,0.321147403,0.47933,0.27397,10.19539,0.594511035,0.207069896,0.198419069,1.401954017,0.17932779,0.913318184,1.02566988,Bicarbonatada,mixta,1.226506223,-0.446376756,1.713394387,2021-011(1),8639-20,0,31.38168648
B1,Rio Guatulame,LIM-JC-088,SNGM-LMR-0174,Noria Esco AdV Combarbala,310350,6548264,897,Subterranea,Noria,Campana 7,Bicarbonatada calcica,Dulce moderadamente mineralizada,0.39,-9.44,-71.9,3.6,7.618109394,6.87,8.36,497,489,29.5,2.26,22.41,8.57,254.02,26.177,9.299,6.78,62,13.4,26.3,1,0.02,0.2,0.01,0.005,0.0025,0.045,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.253,0.0187,0.00015,0.0025,0.001,0.001,0.0025,0.0097,0.005,0.118,0.0005,0.273,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,279,294,222,10.79293339,0.390274392,Admisible,5.418106263,5.37597971,1.16955,1.14398,0.02558,3.093966765,1.102653775,0.002881429,0.032685008,0.00016684,0.013573376,0.001111852,0.001361869,0.000152952,4.448805722,4.163177139,0.54500786,0.26229092,0.109347784,0.285628583,0.010527424,0.001474092,10.83213288,5.67692137,4.361476333,0.005620066,0.356388371,-3.458989262,5.366172937,0.57656859,0.205482341,0.217949069,0.32069,0.17795,5.2561,0.846407396,0.103690454,0.049902151,1.201747378,0.089798567,0.735770837,0.896893611,Bicarbonatada,calcica,0.907261477,-0.511564459,0.789735979,2021-011(1),8640-20,0,21.31827757
B1,Rio Guatulame,LIM-JC-089,SNGM-LMR-0138,Pozo 3 AdV Combarbala,310103,6548097,890,Subterranea,Pozo,Campana 7,Sulfatada sodica,Dulce mineralizada,-0.87,-9.6,-72.1,4.72,7.507921925,7.57,7.93,1164,1130,7.8,0.59,25.17,0,119.54,281.828,131.548,5.135,85,14.1,136.3,0.6,0.06,0.44,0.01,0.005,0.1484,0.012,0.001,4.912,0.001,0.001,0.005,0.0005,0.0015,0.025,0.018,0.0015,0.00015,0.0094,0.001,0.001,0.0025,0.0162,0.028,0.272,0.0005,0.49,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,714,754,98,23.08785835,0.866842357,Admisible,11.44319356,11.64331722,5.94401,5.92866,0.01535,4.241728629,1.160255092,0.008644288,0.075617093,0.009903518,0.000971491,0.001111852,0.000109214,0.000841698,1.959161464,1.959161464,5.86768824,3.710489944,0.082817238,0,0.023160333,0.003410327,-99,0.722896046,1.597811805,0.000919104,0.27353355,-0.601947662,11.34599441,0.373852522,0.102261208,0.52388627,0.57502,0.08856,11.53734,0.169810504,0.50858243,0.321607065,1.67589828,0.440445305,1.227037883,1.217894319,Sulfatada,sodica,2.233520746,-2.424865984,3.607407857,2021-011(1),8641-20,0,52.25337174
A3,Rio Guatulame,LIM-JC-090,SNGM-LMR-0132,Sondaje 3 APR El Soruco,298531,6556797,853,Subterranea,Pozo,Campana 7,Bicarbonatada calcica,Dulce moderadamente mineralizada,-0.57,-7.14,-53.8,3.31,7.536364437,7.3,8.53,469,467,58.3,4.48,22.83,8.57,214.18,18.305,16.208,20.824,52.3,12.9,26.8,1.9,0.02,0.24,0.01,0.005,0.0025,0.041,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.069,0.0015,0.00015,0.0071,0.001,0.001,0.0025,0.0128,0.018,0.116,0.0005,0.203,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0031,0.0025,0,0,263,278,190,9.908800687,0.566443611,Admisible,4.926494449,4.982624018,1.21432,1.16572,0.0486,2.609910674,1.061509977,0.002881429,0.032227682,0.00016684,0.003706535,0.001111852,0.000109214,0.000550181,3.795861162,3.510232579,0.381112002,0.457168646,0.3358493,0.285628583,0.012632909,0.001453467,9.137428223,6.848146115,2.549877903,0.00317928,0.406722723,-1.656175298,4.885740716,0.534189353,0.217266949,0.248543698,0.35718,0.18816,4.63414,0.819107683,0.082240039,0.098652278,1.239772297,0.071221963,0.764718007,0.894040129,Bicarbonatada,calcica,0.757151418,-0.219923929,0.860386817,2021-011(1),8642-20,0,23.85972355
A3,Rio Guatulame,LIM-JC-091,SNGM-LMR-0072,Colector APR El Soruco,298527,6556805,846,Precipitacion,Lluvia,Campana 7,,,,-7.43,-54.7,4.79,7.355715844,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
B1,Rio Grande Medio,LIM-JC-092,SNGM-LMR-0139,Pozo 3 AdV Montepatria,312504,6602125,410,Subterranea,Pozo,Campana 7,Bicarbonatada calcica,Dulce mineralizada,-2.46,-10.33,-80.7,1.97,7.809421522,7.23,8.32,903,922,34.7,2.83,22.49,14.7,291.38,149.362,44.817,27.982,108.5,22.8,51.5,1.6,0.02,0.12,0.01,0.005,0.0025,0.018,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.026,0.0015,0.00015,0.0025,0.001,0.001,0.0025,0.0056,0.067,0.118,0.0005,0.53,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0027,0.027,0,0,565,596,263,19.70732191,2.458959664,Admisible,9.612238618,10.09687784,2.28103,2.2401,0.04092,5.414441838,1.876157169,0.002881429,0.0328718,0.00016684,0.001415269,0.001111852,0.000109214,0.002056004,5.265411231,4.775476556,3.109732358,1.264124334,0.451293465,0.489934675,0.006316454,0.001482517,11.05135462,1.741127922,1.772060179,0.001172762,0.346509802,-0.804432635,9.57162621,0.565676273,0.196012373,0.238311354,0.33632,0.16975,9.63927,0.546245967,0.322610844,0.131143189,1.392448611,0.279389186,0.896032693,1.139206777,Bicarbonatada,calcica,1.016902869,-0.594609906,1.173279951,2021-011(1),8643-20,0,23.40359249
B1,Rio Grande Medio,LIM-JC-093,SNGM-LMR-0076,Colector AdV Montepatria,312477,6602073,411,Precipitacion,Lluvia,Campana 7,,,,-9.23,-63,10.9,6.819163043,0,,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,
A1,Rio Grande Bajo,LIM-JC-094,SNGM-LMR-0010,Rio Grande en La Paloma,304875,6602369,323,Superficial,Rio,Campana 7,Bicarbonatada calcica,Dulce moderadamente mineralizada,0.83,-7.78,-65.9,-3.7,8.475651657,7.4,8.18,381,387,43.2,3.82,19.13,0,149.43,55.201,13.351,1.5,46.3,10.7,17.5,2.3,0.02,0.13,0.01,0.005,0.0025,0.031,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.146,0.069,0.367,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.099,0.0005,0.215,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,222,234,122,8.052383931,0.832358311,Admisible,4.073189551,4.005942226,0.82003,0.7612,0.05883,2.310494536,0.880477268,0.002881429,0.027449894,0.00016684,0.003706688,0.001111852,0.026721031,0.000152952,2.449033776,2.449033776,1.149290555,0.376583082,0.024191988,0,0.006842826,0.001237989,-99,2.010365895,2.021334889,0.003287426,0.381077408,-1.177546204,4.010998864,0.576039688,0.219515711,0.204444601,0.3142,0.19011,3.97491,0.616123477,0.289136434,0.094740089,1.339308306,0.250399497,0.844160562,1.108020547,Bicarbonatada,calcica,0.443443979,-0.407352528,0.602632559,2021-011(1),8644-20,0,18.97782941
B1,Rio Grande Medio,LIM-JC-095,SNGM-LMR-0055,Embalse La Paloma ribera Norte brazo Norte,309374,6601344,378,Superficial,Embalse,Campana 7,Bicarbonatada calcica,Dulce moderadamente mineralizada,3.09,-6.3,-56.4,-6.01,8.953995039,7.3,8.11,404,399,52.8,4.19,23.82,0,136.97,65.721,15.055,1.5,48.5,11.3,20.3,2.5,0.02,0.14,0.01,0.005,0.006,0.025,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.007,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.096,0.0005,0.223,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0013,0.0025,0,0,232,245,112,8.397808823,3.09202962,Admisible,4.329031109,4.069350657,0.94693,0.88299,0.06394,2.420280453,0.929849825,0.002881429,0.02664142,0.000400416,0.000268601,0.001111852,0.000509665,0.000152952,2.24482471,2.24482471,1.368318048,0.424646715,0.024191988,0,0.007369197,0.001201527,-99,1.768799627,2.079358143,0.002829474,0.384190941,-1.229934816,4.297064773,0.563240393,0.216391857,0.22036775,0.32856,0.1874,4.03779,0.555953876,0.338878007,0.105168117,1.37460712,0.293476963,0.882206937,1.146339098,Bicarbonatada,calcica,0.52228778,-0.263012479,0.682246343,2021-011(1),8645-20,0,20.54873855
A1,Rio Limari,LIM-LL-001,SNGM-LMR-0003,Rio Limari bajo puente Limari en ruta 5,257575,6604319,20,Superficial,Rio,Campana 7,Clorurada mixta,Salobre,1.14,,,,,7.67,7.89,2956,3180,91.6,7.08,28.08,0,274.55,427.465,655.87,38.35,217.5,85,345,5.6,0.04,0.15,0.01,0.005,0.0025,0.082,0.001,0.278,0.001,0.001,0.005,0.0005,0.0015,0.025,0.016,0.0235,0.00015,0.007,0.001,0.001,0.0025,0.0015,0.005,0.966,0.0012,1.197,0.0005,0.0005,0.0005,0.0005,0.005,0.0005,0.0061,0.0025,0,0,1910,2017,225,65.8107223,1.140338035,Admisible,33.2759811,32.52562041,15.14975,15.00652,0.14323,10.85383502,6.994445587,0.005762858,0.268161642,0.00016684,0.000881455,0.001111852,0.001708481,0.000152952,4.499646813,4.499646813,8.89986571,18.49970383,0.618508483,0,0.007895568,0.012094078,-99,1.219550426,0.811176477,0.000653744,0.644421587,0.181081246,32.99803502,0.328923677,0.211965518,0.459110805,0.56509,0.18357,31.89922,0.141058224,0.278999509,0.579942266,1.819442021,0.241620663,1.20902629,1.298891722,Clorurada,mixta,-3.349949425,4.448768085,5.023390374,2021-011(2),8646-20,0,45.47702482
