Contexto_H,SubCuenca,Cod_Muestr,Cod_SNGM,Nombre_Pto,uTM_Este,uTM_Norte,Elv,Tipo_Pto,Categoria,Campana,Tipo_Piper,Salinidad,Balan_Ioni,Oxigeno_18,Deuterio,Ex_deuteri,D_O,pH_Terr,pH_Lab,CE_terr,CE_Lab_uS_,OD _,OD ppm,Temp_Terr,CO3_mg/l,HCO3_mg/l,SO4_mg_l,Cl_mg_l,NO3_mg_l,Ca_mg_l,Mg_mg_l,Na_mg_l,K_mg_l,Li_mg_l,F_mg_l,Al_mg_l,Sb_mg_l,As_mg_l,Ba_mg_l,Be_mg_l,B_mg_l,Cd_mg_l,Co_mg_l,Cu_mg_l,Cr_mg_l,Sn_mg_l,P_mg_l,Fe_mg_l,Mn_mg_l,Hg_mg_l,Mo_mg_l,Ag_mg_l,Pb_mg_l,Se_mg_l,V_mg_l,Zn_mg_l,Br_mg_l,Rb_mg_l,Sr_mg_l,Y_mg_l,Cs_mg_l,Hf_mg_l,Ta_mg_l,Tl_mg_l,Th_mg_l,u_mg_l,Ni_mg_l,SiO2_mg_l,I_mg_l,SSD_mg_l,STD_mg_l,Alca_CaCO3,TDS_meq_l,Balan_abso,Balan_5,Cat_r_tot,An_r_tot,rNa_rK,rNa,rK,rCa,rMg,rLi,rB,rAs,rFe,rAl,rMn,rZn,rHCO3_rCO3,rHCO3,rSO4,rCl,rNO3,rCO3,rF,rBr,rCa_rCO3,rCa_rSO4,rNa_rCl,rBr_rCl,rMg_rCa,ICB,rCat_tot,Ca,Mg,Na_K,CatX,CatY,rAn_tot,HCO3_CO3,SO4,Cl,AnX,AnY,CeX,CeY,Anion,Cation,K_NaCl,Ca_MgSO4HC,RAS_1,Infoqca,Codlab,InfoOD,Na100
A1,Rio Limari,LIM-LL-002,SNGM-LMR-0092,Vertiente Termas de Socos,261301,6597262,88,Vertiente,Vertiente,Campana 7,Clorurada sodica,Salobre,-3.7,,,,,9.49,9.09,1645,1784,24.9,1.98,26.21,3.6,14.64,107.59,506.02,34.35,85,0.05,265,1.8,0.02,0.12,0.01,0.005,0.0025,0.003,0.001,0.74,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.0015,0.0004,0.0416,0.001,0.001,0.0025,0.0015,0.005,1.32,0.0066,0.136,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,1011,1067,18,33.63787245,3.699188866,Admisible,16.18948216,17.43325054,11.57279,11.52675,0.04604,4.241728629,0.00411438,0.002881429,0.366159336,0.00016684,0.000268601,0.001111852,0.000109214,0.000152952,0.359921461,0.239937459,2.240034978,14.27298113,0.553996516,0.119984002,0.006316454,0.016513769,35.35245161,1.893599284,0.807592377,0.001156995,0.000969977,0.189182077,15.81863193,0.268147628,0.000260097,0.731592275,0.73172,0.00023,16.87294,0.021331286,0.132759039,0.845909675,2.012289194,0.1149727,1.405130494,1.166602417,Clorurada,sodica,-2.700192208,1.765870572,7.911155746,2021-011(2),8647-20,0,72.86818994
A1,Rio Limari,LIM-LL-003,SNGM-LMR-0038,Estero Punitaqui Vega Este en Socos,262445,6600260,61,Superficial,Estero,Campana 7,Clorurada mixta,Salobre,-1.2,,,,,8.91,7.82,4353,4850,160.1,11.71,30.82,0,145.2,526.7,1346.755,23.855,290,210,410,13,0.02,0.12,0.01,0.005,0.0025,0.447,0.001,0.34,0.001,0.001,0.005,0.0005,0.0015,0.025,0.165,0.0219,0.00015,0.0183,0.001,0.001,0.0076,0.0654,0.005,2.032,0.0013,1.943,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0084,0.0025,0,0,2892,3054,119,102.2435609,1.199882224,Admisible,50.49722783,51.72375928,18.16634,17.83384,0.3325,14.47178003,17.28039498,0.002881429,0.563957343,0.00016684,0.008847891,0.001111852,0.001595886,0.000152952,2.379707584,2.379707584,10.96594872,37.98705328,0.384733243,0,0.006316454,0.02543445,-99,1.319701596,0.46947155,0.000669556,1.194075293,0.521775525,49.91851364,0.289908072,0.346172066,0.363919863,0.53701,0.29979,51.33271,0.046358503,0.213624973,0.740016523,1.94682901,0.185004654,1.20878068,1.46334186,Clorurada,mixta,-19.82071466,18.4065187,4.475825471,2021-011(2),8648-20,0,35.72590508
A1,Rio Limari,LIM-LL-004,SNGM-LMR-0153,Noria desembocadura Rio Limari,245041,6596928,9,Subterranea,Noria,Campana 7,Clorurada mixta,Salobre,-1.27,,,,,7.39,8.25,2439,2710,44,3.82,21.9,3.6,209.87,135.695,721.52,17.39,112.5,90,292.5,0.05,0.02,0.16,0.01,0.005,0.0025,0.04,0.001,0.226,0.001,0.001,0.005,0.0005,0.0015,0.136,0.005,0.0015,0.00015,0.0366,0.001,0.001,0.008,0.0081,0.005,2.153,0.0065,0.322,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0056,0.0025,0,0,1477,1559,178,53.39681823,1.272129247,Admisible,26.34615087,27.02510219,12.7242,12.72292,0.00128,5.614052597,7.405883563,0.002881429,0.59732197,0.00016684,0.000268601,0.001111852,0.000109214,0.000152952,3.559579255,3.439595253,2.825183998,20.35145122,0.280465776,0.119984002,0.008421939,0.026939193,46.79000948,1.987145829,0.62516048,0.001323699,1.319168895,0.374776682,25.74413801,0.218071104,0.287672617,0.494256279,0.63809,0.24913,26.73621,0.133136995,0.105668811,0.761194194,1.914028599,0.091511875,1.230559642,1.275314835,Clorurada,mixta,-7.627249369,6.75515691,4.986518901,2021-011(2),8649-20,0,49.42066037
A1,Rio Limari,LIM-LL-005,SNGM-LMR-0001,Rio Limari en desembocadura,241611,6597276,1,Superficial,Rio,Campana 7,Clorurada sodica,Muy salada,-1.19,,,,,7.92,7.76,45040,50300,76.4,5.98,18.77,0,137.88,2729.82,18869.7,36.65,340,1300,9800,390,0.01,0.95,0.01,0.005,0.0025,0.009,0.001,4.023,0.001,0.001,0.107,0.002,0.0015,0.066,0.122,0.0127,0.00015,0.0098,0.001,0.001,0.0025,0.0015,0.005,64.432,0.0887,6.251,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0024,0.0025,0,0,33535,35413,113,1170.863673,1.188270285,Admisible,578.0780099,591.9814792,436.24723,426.27229,9.97493,16.96691452,106.9738737,0.001440715,17.87966196,0.00016684,0.006536783,0.001111852,0.000923551,0.000152952,2.259738855,2.259738855,56.83513601,532.2455081,0.591090897,0,0.050005264,0.806371919,-99,0.298528616,0.80089411,0.001515038,6.304851338,0.180364662,560.1880153,0.030287893,0.190960661,0.778751446,0.87423,0.16538,591.34038,0.003821384,0.096112387,0.900066228,2.048122422,0.083235769,1.437465031,1.140925396,Clorurada,sodica,-95.99828106,64.84591334,54.1495654,2021-011(2),8650-20,0,76.09450411
D1,Rio Limari,LIM-LL-006,SNGM-LMR-0067,Colector Caleta El Toro,241631,6595865,23,Precipitacion,Lluvia,Campana 7,- -,Dulce,100,-6.05,-36.3,12.09,6.000821157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.005,0.0084,0.107,0.001,0.367,0.001,0.016,0.015,0.0011,0.0015,9.323,8.435,2.6962,0.00015,0.0025,0.001,0.001,0.0025,0.0095,0.005,1.398,0.025,0.538,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,0,0,0,0.858977793,100,Descartar,1.039063791,0,0,0,0,0,0,0,0.387810538,0.000562056,0.453114963,0.001111852,0.196311431,0.000152952,0,0,0,0,0,0,0,0.017490237,-99,-99,-99,-99,-99,-99,0,-10,-10,-10,-10,-10,0,-10,-10,-10,-10,-10,1.05,19.13916142,-,-,0,0,-99,2021-011(2),8651-20,0,-99
D1,Rio Limari,LIM-LL-007,SNGM-LMR-0063,Mar en Caleta El Toro,241385,6596668,0,Superficial,Mar,Campana 7,Clorurada sodica,Muy salada,-1.73,,,,,7.98,7.86,45640,50900,82.4,6.35,19.51,0,135.44,2712.4,19216.8,23.2,340,1200,10000,385,1,1,0.01,0.005,0.0025,0.005,0.001,4.141,0.001,0.001,0.112,0.0017,0.0015,0.057,0.04,0.0015,0.00015,0.0102,0.001,0.001,0.0025,0.0015,0.005,72.262,0.0933,6.842,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0026,0.0025,0,0,33945,35846,111,1182.788848,1.728087323,Admisible,580.7309208,601.1549405,444.81878,434.97173,9.84705,16.96691452,98.74511417,0.144071459,20.05236748,0.00016684,0.002134435,0.001111852,0.000109214,0.000152952,2.219749278,2.219749278,56.4724498,542.0359349,0.374169408,0,0.05263712,0.904360837,-99,0.300445874,0.802477657,0.001668452,5.819862773,0.179355557,560.5308065,0.03026937,0.176163581,0.793567049,0.88165,0.15256,600.72813,0.003695098,0.094006667,0.902298235,2.049301568,0.081412162,1.444935975,1.128204076,Clorurada,sodica,-97.21715706,57.01982961,57.18561192,2021-011(2),8652-20,0,77.59996806
A1,Rio Limari,LIM-LL-008,SNGM-LMR-0002,Rio Limari antes de desembocadura,245024,6596957,3,Superficial,Rio,Campana 7,Clorurada sodica,Salada,-1.05,,,,,7.85,8,7465,8280,71.7,5.83,24.56,0,173.27,653.23,2474.155,11.715,230,200,1225,40.5,0.04,0.21,0.01,0.005,0.0025,0.092,0.001,0.801,0.001,0.001,0.013,0.0005,0.0015,0.025,0.034,0.0876,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,8.53,0.0096,1.681,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0035,0.0025,0,0,4920,5196,142,171.163646,1.04603681,Admisible,84.63756434,86.42696226,54.3199,53.28404,1.03586,11.47761864,16.45751903,0.005762858,2.367160674,0.00016684,0.00180171,0.001111852,0.00637463,0.000152952,2.839751606,2.839751606,13.60031647,69.78690097,0.188939423,0,0.011053795,0.106758836,-99,0.84392291,0.763524899,0.001529783,1.433879234,0.221631934,82.25503282,0.139536977,0.200079174,0.660383849,0.76042,0.17327,86.22697,0.03293345,0.157726946,0.809339604,1.988203077,0.136595542,1.363725199,1.218222954,Clorurada,sodica,-15.46700582,11.4950696,14.25728093,2021-011(2),8653-20,0,64.77905936
A3,Rio Limari,LIM-LL-009,SNGM-LMR-0157,Noria 1 APR Alcones Bajo,256917,6592728,219,Subterranea,Noria,Campana 7,Clorurada sodica,Salobre,-2.46,,,,,7.4,8.31,3447,3770,73.5,5.88,24.89,8.4,383.14,221.23,978.18,31.92,132.5,135,417.5,13.5,0.02,0.29,0.01,0.005,0.0025,0.077,0.001,0.276,0.001,0.001,0.012,0.0005,0.0015,0.322,0.005,0.0015,0.00015,0.0109,0.001,0.001,0.0253,0.0524,0.005,4.22,0.0005,0.627,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0135,0.0025,0,0,2127,2246,328,76.73971585,2.457135106,Admisible,37.40197176,39.28630636,18.50536,18.16007,0.34529,6.612106393,11.10882534,0.002881429,1.170993335,0.00016684,0.000268601,0.001111852,0.000109214,0.000152952,6.55930953,6.279346859,4.606031584,27.59089499,0.514805496,0.279962672,0.015264765,0.052811745,23.61781431,1.435532143,0.658190668,0.0019141,1.680073593,0.329294834,36.22628754,0.18252233,0.306650946,0.510826724,0.66415,0.26557,38.75624,0.169245267,0.118846205,0.711908528,1.87133163,0.102923833,1.220790729,1.229693727,Clorurada,sodica,-9.085539188,6.835553294,6.100834306,2021-011(2),8654-20,0,50.12953529
A1,Rio Limari,LIM-LL-010,SNGM-LMR-0159,Noria APR Socos,261699,6600560,53,Subterranea,Noria,Campana 7,Clorurada mixta,Salobre,-1.34,,,,,7.04,8.17,2902,3250,48.1,4.21,21.2,0,208.65,388.895,787.67,18.065,197.5,117.5,290,7,0.02,0.13,0.01,0.005,0.0025,0.134,0.001,0.199,0.001,0.001,0.005,0.0012,0.0015,0.025,0.01,0.0015,0.00015,0.0025,0.001,0.001,0.0025,0.0057,0.005,2.907,0.0005,1.545,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0.0025,0,0,1909,2016,171,67.19638136,1.343762608,Admisible,33.12944212,34.03193154,12.79322,12.61418,0.17904,9.855781227,9.66879243,0.002881429,0.806690734,0.00016684,0.00053807,0.001111852,0.000109214,0.000152952,3.419600465,3.419600465,8.096834303,22.21730178,0.291352171,0,0.006842826,0.036381714,-99,1.217238844,0.567763818,0.00163754,0.981027501,0.42417772,32.31779103,0.304964569,0.29917863,0.395856801,0.54545,0.2591,33.73374,0.101370344,0.240021863,0.658607793,1.878618725,0.207865031,1.197243229,1.388042009,Clorurada,mixta,-9.424084411,8.008138888,4.037227704,2021-011(2),8655-20,0,39.03169022
A1,Rio Limari,LIM-LL-011,SNGM-LMR-0040,Estero quebrada del Ingenio en El Trapiche,276865,6608995,124,Superficial,Estero,Campana 7,Clorurada mixta,Salobre,1.77,,,,,7.54,8.23,3025,3310,110.1,9,24.18,3.6,329.45,478.87,701.415,17.595,227.5,110,357.5,6,0.04,0.29,0.01,0.005,0.0025,0.052,0.001,0.205,0.001,0.001,0.005,0.0005,0.0015,0.025,0.02,0.0246,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,2.658,0.0005,1.185,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.005,0.0104,0,0,2065,2180,276,72.45898922,1.771314997,Admisible,36.85586044,35.57291861,15.7037,15.55024,0.15346,11.35286192,9.051635466,0.005762858,0.737616068,0.00016684,0.001061235,0.001111852,0.001791476,0.000152952,5.519396286,5.399412284,9.970123151,19.7843624,0.283772015,0.119984002,0.015264765,0.03326645,94.61979695,1.138688234,0.785986373,0.001681452,0.797299882,0.206256969,36.10819715,0.314412317,0.250680903,0.43490678,0.56025,0.2171,35.27388,0.156472608,0.282648879,0.560878513,1.802202953,0.244781109,1.189217086,1.306503774,Clorurada,mixta,-4.080662626,5.03496195,4.868432153,2021-011(2),8656-20,0,43.06567611
A2,Rio Limari,LIM-LL-012,SNGM-LMR-0069,Colector Vina 8 Tierras,280327,6609090,167,Precipitacion,Lluvia,Campana 7,- -,Dulce,100,-10.9,-71.9,15.25,6.600267828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.005,0.0025,0.084,0.001,1.038,0.001,0.001,0.005,0.0005,0.0015,0.025,0.045,0.0075,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.129,1.123,0.0016,0.029,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0091,0,0,0,0,0,0.328394764,100,Descartar,0.31993699,0,0,0,0,0,0,0,0.311764928,0.00016684,0.002402412,0.001111852,0.000549149,0.003941808,0,0,0,0,0,0,0,0.014060584,-99,-99,-99,-99,-99,-99,0,-10,-10,-10,-10,-10,0,-10,-10,-10,-10,-10,1.05,19.13916142,-,-,0,0,-99,2021-011(2),8657-20,0,-99
A2,Rio Limari,LIM-LL-013,SNGM-LMR-0182,Dren en vina Ocho Tierras,279798,6608816,155.62,Subterranea,Dren,Campana 7,Clorurada mixta,Salobre,-0.8,,,,,7.12,8.19,4178,4650,54.5,4.5,23.3,0,341.66,556.105,1135.385,59.635,352.5,155,412.5,9.8,0.04,0.18,0.01,0.005,0.0025,0.06,0.001,0.464,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.0078,0.00015,0.0025,0.001,0.001,0.0025,0.0037,0.005,2.994,0.0005,2.175,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0083,0.0025,0,0,2849,3009,280,99.58708606,0.800203145,Admisible,49.37741704,50.17403085,18.19324,17.94258,0.25065,17.59069814,12.75457725,0.005762858,0.830873241,0.00016684,0.000268601,0.001111852,0.000569368,0.000152952,5.599524058,5.599524058,11.57816388,32.02507545,0.961792788,0,0.009474682,0.037472344,-99,1.519299461,0.560266712,0.001170094,0.725075102,0.431906539,48.53851133,0.362407038,0.26277232,0.374820641,0.50621,0.22757,49.20276,0.113805073,0.235315317,0.65087961,1.868537269,0.203789043,1.180507784,1.395491067,Clorurada,mixta,-13.83183951,13.16758745,4.606323531,2021-011(2),8658-20,0,36.96566549
A3,Rio Limari,LIM-LL-014,SNGM-LMR-0177,Pique 1 Las Heras en Comunidad Agricola Cerro Blanco,271651,6580397,564,Subterranea,Pique,Campana 7,Bicarbonatada mixta,Dulce moderadamente mineralizada,1.83,,,,,6.94,8.59,444,458,59.6,4.91,21.4,8.4,194.01,11.063,28.931,23.122,32.5,18,34,4,0.02,0.28,0.01,0.005,0.0025,0.005,0.001,0.03,0.001,0.001,0.005,0.0031,0.0015,0.025,0.062,0.0015,0.00015,0.0087,0.001,0.001,0.0025,0.0361,0.005,1.385,0.0005,0.073,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.006,0.0025,0,0,256,270,173,9.985788739,1.830942735,Admisible,5.076188407,4.89364644,1.58121,1.4789,0.10231,1.621837417,1.481176713,0.002881429,0.384211251,0.00016684,0.003329845,0.001111852,0.000109214,0.000152952,3.459625678,3.179663006,0.230332809,0.816038135,0.372911425,0.279962672,0.014738394,0.017327909,5.793048793,7.04127832,1.812297499,0.021234191,0.913270774,-0.937667894,4.684225024,0.346233883,0.316205286,0.337560832,0.49566,0.27384,4.506,0.767782572,0.051116951,0.181100476,1.306658952,0.044268578,0.83488913,0.86139788,Bicarbonatada,mixta,0.76517276,-0.306981686,1.187307106,2021-011(2),8659-20,0,31.5720074
A3,Rio Limari,LIM-LL-015,SNGM-LMR-0178,Pique 2 Las Heras en Comunidad Agricola Cerro Blanco,271792,6580453,498,Subterranea,Pique,Campana 7,Bicarbonatada mixta,Dulce moderadamente mineralizada,2.38,,,,,7.1,8.71,598,675,69.3,5.81,20.87,14.4,252.58,20.289,65.023,18.754,54.5,25.5,50,1.7,0.02,0.3,0.01,0.005,0.0025,0.003,0.001,0.03,0.001,0.001,0.005,0.0012,0.0015,0.025,0.005,0.0015,0.00015,0.0025,0.001,0.001,0.0025,0.0131,0.005,1.816,0.0005,0.082,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0059,0.0025,0,0,375,396,231,14.76049014,2.378990207,Admisible,7.54489205,7.19424932,2.21834,2.17486,0.04348,2.719696592,2.098333676,0.002881429,0.503831775,0.00016684,0.000268601,0.001111852,0.000109214,0.000152952,4.619512742,4.139576733,0.422419088,1.834061998,0.302464357,0.479936009,0.015791136,0.02272279,5.666790037,6.438384698,1.185815222,0.012389325,0.771532267,-0.209522427,7.036369387,0.386519872,0.298212553,0.315267576,0.46437,0.25826,6.87599,0.671832008,0.061433896,0.266734096,1.397451044,0.053203314,0.871717784,0.963800032,Bicarbonatada,mixta,0.384277122,0.256034447,1.401235943,2021-011(2),8660-20,0,30.90881838
A3,Rio Limari,LIM-LL-016,SNGM-LMR-0162,Noria Las Heras en Comunidad Agricola Cerro Blanco,270837,6581049,495,Subterranea,Noria,Campana 7,Bicarbonatada mixta,Dulce mineralizada,2.17,,,,,7.9,8.68,595,1008,108.5,8.04,25.86,18,280.65,68.958,110.366,54.936,85,39,70,3.1,0.02,0.27,0.01,0.005,0.0025,0.013,0.001,0.093,0.001,0.001,0.005,0.0005,0.0015,0.15,0.005,0.0015,0.00015,0.0057,0.001,0.001,0.0072,0.0403,0.005,1.949,0.0005,0.213,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0064,0.0025,0,0,588,621,260,21.79209226,2.168591915,Admisible,11.12057812,10.64849574,3.12409,3.0448,0.07929,4.241728629,3.209216211,0.002881429,0.540852358,0.00016684,0.000268601,0.001111852,0.000109214,0.000152952,5.199540765,4.599620755,1.435712724,3.113022875,0.886007354,0.599920011,0.014212022,0.024392416,7.070490322,2.954441064,0.978085356,0.007835605,0.756582161,-0.003555115,10.57503487,0.401107768,0.303470981,0.295421251,0.44716,0.26281,9.74828,0.533380525,0.147278623,0.319340852,1.492980163,0.127547029,0.931020363,1.100889955,Bicarbonatada,mixta,0.011067156,1.415611361,1.577496457,2021-011(2),8661-20,0,28.79235979
B1,Rio Guatulame,LIM-LL-017,SNGM-LMR-0180,Pique El Maiten en Comunidad Agricola Altar Alto,299712,6587606,788,Subterranea,Pique,Campana 7,Bicarbonatada mixta,Dulce moderadamente mineralizada,0.45,,,,,7.9,8.74,595,673,108.5,8.04,25.86,16.8,274.55,26.663,52.209,9.746,35.5,30,62.5,0.95,0.02,0.32,0.01,0.005,0.0025,0.008,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.024,0.1016,0.00015,0.0025,0.001,0.001,0.0025,0.0045,0.005,1.195,0.0005,0.239,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,370,390,253,14.59527331,0.454290186,Admisible,7.327627905,7.261351602,2.74287,2.71857,0.0243,1.771545486,2.468627854,0.002881429,0.331589943,0.00016684,0.001284255,0.001111852,0.007396082,0.000152952,5.059572157,4.499646813,0.55512643,1.47262573,0.157183408,0.559925343,0.016843878,0.014954691,3.163895879,3.191246877,1.846072113,0.01015512,1.39348827,-0.862571837,6.983044551,0.253692422,0.353517414,0.392790163,0.56955,0.30616,7.08732,0.71389031,0.078326658,0.207783031,1.34694636,0.067832876,0.889449927,0.860239944,Bicarbonatada,mixta,1.270245481,-0.814599903,1.867085638,2021-011(2),8662-20,0,38.93106041
B1,Rio Guatulame,LIM-LL-018,SNGM-LMR-0041,Estero en quebrada La Laja,300065,6587928,758,Superficial,Rio,Campana 7,Bicarbonatada mixta,Dulce mineralizada,-0.28,,,,,7.55,8.79,778,863,61.9,4.61,25.62,24,340.44,49.285,76.455,5.161,55,40,72.5,2.2,0.02,0.34,0.01,0.005,0.0025,0.077,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.082,0.254,0.00015,0.0025,0.001,0.001,0.0025,0.0039,0.005,1.212,0.0005,0.501,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,492,520,318,19.26795089,0.279337437,Admisible,9.609356262,9.663191703,3.20981,3.15355,0.05627,2.744647937,3.291503806,0.002881429,0.336200994,0.00016684,0.004381649,0.001111852,0.01849492,0.000152952,6.379422618,5.57952927,1.02611882,2.156517079,0.083236565,0.799893348,0.017896621,0.015162649,3.431267362,2.67478569,1.462332504,0.007031082,1.19924445,-0.488424976,9.245965625,0.296848166,0.355993515,0.347158319,0.52516,0.3083,9.56206,0.667159964,0.107311498,0.225528538,1.379184287,0.092934483,0.889999177,0.940227947,Bicarbonatada,mixta,1.053296803,-0.569496348,1.815239606,2021-011(2),8663-20,0,34.10725442
A1,Rio Limari,LIM-LL-019,SNGM-LMR-0070,Colector Cancha La Higuerita,285543,6583748,241,Precipitacion,Lluvia,Campana 7,- -,Dulce,100,-9.74,-63.9,14.07,6.555515927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.005,0.0025,0.157,0.001,0.142,0.001,0.001,0.005,0.0005,0.0015,0.336,0.259,0.2097,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,0.275,0.0021,0.16,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,0,0,0,0.093766653,100,Descartar,0.106860366,0,0,0,0,0,0,0,0.076261204,0.00016684,0.013899232,0.001111852,0.015268285,0.000152952,0,0,0,0,0,0,0,0.003439377,-99,-99,-99,-99,-99,-99,0,-10,-10,-10,-10,-10,0,-10,-10,-10,-10,-10,1.05,19.13916142,-,-,0,0,-99,2021-011(2),8664-20,0,-99
A1,Rio Limari,LIM-LL-020,SNGM-LMR-0125,Pozo Cancha La Higuerita,285434,6583805,241,Subterranea,Pozo,Campana 7,Sulfatada mixta,Salobre,-0.21,,,,,7.07,8.53,1798,2030,67.8,5.73,21.99,12,213.54,797.23,145.9,42.795,240,95,115,4.2,0.02,0.24,0.01,0.005,0.0025,0.037,0.001,0.03,0.001,0.08,0.005,0.0014,0.0015,0.051,0.036,0.0015,0.00015,0.0104,0.001,0.001,0.0025,0.0208,0.005,1.077,0.0005,0.751,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0093,0.0025,0,0,1557,1645,195,50.53724794,0.212449553,Admisible,25.20889908,25.31623952,5.1096,5.00217,0.10742,11.97664554,7.817321539,0.002881429,0.29896619,0.00016684,0.001946294,0.001111852,0.000109214,0.000152952,3.899690183,3.499743509,16.59841143,4.11530759,0.690197407,0.399946674,0.012632909,0.013483361,29.94560607,0.721553722,1.215504491,0.003276392,0.652713776,-0.241607613,24.90356431,0.480920939,0.313903722,0.205175338,0.36213,0.27185,24.61341,0.158437629,0.674364583,0.167197789,1.60438008,0.58401686,1.073368855,1.503755282,Sulfatada,mixta,0.994289643,-0.304187856,1.590037786,2021-011(2),8665-20,0,20.08618042
A1,Rio Limari,LIM-LL-021,SNGM-LMR-0127,Pozo 2 Faena Tambo de Oro,288075,6583634,282,Subterranea,Pozo,Campana 7,Bicarbonatada mixta,Dulce moderadamente mineralizada,3.33,,,,,7.16,8.66,628,692,39.3,3.19,24.08,13.2,219.64,53.802,67.317,3.876,60.5,26,46.5,2.3,0.02,0.33,0.01,0.005,0.0025,0.02,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.017,0.0015,0.00015,0.0097,0.001,0.001,0.0025,0.0213,0.005,1.385,0.0005,0.18,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0044,0.0025,0,0,382,403,202,14.78407999,3.325949799,Admisible,7.629652136,7.138471749,2.08145,2.02262,0.05883,3.01911273,2.139477474,0.002881429,0.384260254,0.00016684,0.000934322,0.001111852,0.000109214,0.000152952,4.039658792,3.599717451,1.12016323,1.898767382,0.062512096,0.439941341,0.017370249,0.017330119,6.862534724,2.695243559,1.06522713,0.009127037,0.708644448,-0.096208566,7.240035272,0.417002489,0.295506499,0.287491012,0.43524,0.25592,7.05859,0.572303978,0.158695054,0.269000968,1.448348495,0.137433949,0.907593517,1.074049045,Bicarbonatada,mixta,0.182677686,0.438709524,1.25939935,2021-011(2),8666-20,0,27.93658392
B1,Rio Guatulame,LIM-LL-022,SNGM-LMR-0053,Embalse Cogoti ribera Este brazo Noreste,303153,6562945,606,Superficial,Embalse,Campana 7,Bicarbonatada calcica,Dulce moderadamente mineralizada,3.83,,,,,7.51,8.5,282,309,91,6.71,27.2,6,143.98,26.915,6.602,1.556,37.3,9.5,12.5,2.7,0.02,0.16,0.01,0.005,0.0069,0.058,0.001,0.03,0.001,0.001,0.005,0.0005,0.0015,0.025,0.005,0.0082,0.00015,0.0025,0.001,0.001,0.0025,0.0015,0.005,1.24,0.0005,0.226,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0025,0,0,174,184,128,6.958919705,3.825232643,Admisible,3.605467119,3.339794697,0.61277,0.54371,0.06906,1.861370328,0.781732154,0.002881429,0.344119228,0.000461608,0.000268601,0.001111852,0.000597068,0.000152952,2.559686133,2.359712796,0.560373096,0.186218374,0.025095155,0.199973337,0.008421939,0.015519761,9.308092553,3.32166255,2.919769129,0.083341728,0.419976693,-2.290609232,3.255874381,0.57169599,0.240098991,0.188205019,0.30825,0.20793,3.30628,0.77418972,0.169487612,0.056322667,1.241066473,0.146780578,0.757007649,0.985195055,Bicarbonatada,calcica,0.426553526,-0.276983411,0.472965038,2021-011(2),8667-20,0,16.69949743
